"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005819","CC","GO:0005819","spindle","62/1692","426/19869",2.14504542730827e-05,0.00195093478454825,0.00160495175206701,"DLGAP5/KIF11/TUBB4A/KIF2C/ASPM/FAM83D/KIF14/PRC1/CENPE/TTK/TPX2/KIF20A/SHCBP1/ECT2/AURKB/BIRC5/CENPF/EFHC2/HMMR/KIF4A/CDC25B/FRY/CDC20/KASH5/KIF18A/ESPL1/KIF20B/KIF22/KLHL21/AURKA/PLK4/CDCA8/KIF15/CKAP2/FBXO5/LIMK2/NEDD9/RAB11A/EMD/RANGAP1/PKHD1/UNC119/DYNLT3/ANAPC5/NR3C1/TOPBP1/CHMP4B/TAF1D/CDC16/ATAT1/TTC28/DYNC2I1/MICAL3/CDC14A/MAP10/MTCL1/MAPKBP1/KIFC2/CAPN6/DDX11/RASSF10/TRAT1",62
"GO:0005765","CC","GO:0005765","lysosomal membrane","61/1692","418/19869",2.29518251503486e-05,0.00195093478454825,0.00160495175206701,"EGF/CP/RNF183/ATP6V1C2/ATP6V0D2/FFAR4/CD1B/ANPEP/ATP6V1A/ATP11C/TSPAN1/MGST1/SLC38A9/SYNGR1/SLC7A14/GNB4/AP1S3/DPP4/ITM2C/ELAPOR1/ABCA3/BLOC1S2/SLC30A4/GPLD1/ATP6V1E1/CLCN3/GLIPR1/CTNS/LAMP2/ATP6V1H/ATP6V1F/KICS2/SLC3A2/ATP6AP2/AP2S1/SLC39A14/TMEM106B/FLOT1/CHMP4B/ATP11B/P2RX4/LRRC8A/KLC2/TOM1/ACP3/LRRC8E/TECPR1/CUBN/SZT2/SLC2A6/TRPM2/SLC39A8/CLEC16A/SORT1/VPS13C/EVA1A/ENPP1/HPSE/PLEKHM1/PIGR/LRP2",61
"GO:0098852","CC","GO:0098852","lytic vacuole membrane","61/1692","418/19869",2.29518251503486e-05,0.00195093478454825,0.00160495175206701,"EGF/CP/RNF183/ATP6V1C2/ATP6V0D2/FFAR4/CD1B/ANPEP/ATP6V1A/ATP11C/TSPAN1/MGST1/SLC38A9/SYNGR1/SLC7A14/GNB4/AP1S3/DPP4/ITM2C/ELAPOR1/ABCA3/BLOC1S2/SLC30A4/GPLD1/ATP6V1E1/CLCN3/GLIPR1/CTNS/LAMP2/ATP6V1H/ATP6V1F/KICS2/SLC3A2/ATP6AP2/AP2S1/SLC39A14/TMEM106B/FLOT1/CHMP4B/ATP11B/P2RX4/LRRC8A/KLC2/TOM1/ACP3/LRRC8E/TECPR1/CUBN/SZT2/SLC2A6/TRPM2/SLC39A8/CLEC16A/SORT1/VPS13C/EVA1A/ENPP1/HPSE/PLEKHM1/PIGR/LRP2",61
"GO:0045178","CC","GO:0045178","basal part of cell","44/1692","272/19869",2.64600284930118e-05,0.00195093478454825,0.00160495175206701,"ATP12A/S100G/CLDN1/SLC4A11/SLC16A10/MYO1D/KCNQ1/ERBB4/TACSTD2/CDH16/NDRG4/CADM1/VSIG1/SLC7A8/TFRC/DLG2/EZR/ITGA3/PDPN/DSTYK/SLC40A1/ATP1B1/TEK/SLC3A2/SLC29A1/SLC39A14/DSP/FLOT1/ATP2B4/EGFR/SLC7A6/STK39/SLC39A8/SLC9A1/SLC5A6/HFE/ADCY8/SLC6A9/ENPP1/SLC29A4/SLC16A3/KCNC2/ATP2C2/ABCC6",44
"GO:0098858","CC","GO:0098858","actin-based cell projection","38/1692","223/19869",2.86060818848717e-05,0.00195093478454825,0.00160495175206701,"CRB1/VIL1/ACTA1/S100P/ATP6V1A/MYO1D/OSBPL3/DPEP1/SLC7A8/GPM6A/EPS8L2/EZR/DCXR/MYO1E/MYO10/RAPH1/MYO5A/ATP6V1E1/ITGA3/PDPN/RDX/CD302/TEK/AOC3/SRC/ADCY6/RAPGEF3/SLC9A3R1/ACP3/CDC14A/CUBN/CYFIP1/IQGAP2/PLS1/PPP1R9A/CDH23/MYO1H/MYO1G",38
"GO:0005871","CC","GO:0005871","kinesin complex","14/1692","49/19869",3.89642467889561e-05,0.00221639186262719,0.00182333209257647,"KIF11/KIF2C/KIF14/KIF20A/KIF12/KIF18A/KIF20B/KIF22/KIF15/KIF13A/KLC2/KIFC2/KIF7/KIF5C",14
"GO:0005903","CC","GO:0005903","brush border","22/1692","102/19869",3.8998097289628e-05,0.00221639186262719,0.00182333209257647,"SLC15A1/SLC26A4/TRPM6/ACE2/VIL1/MYO1D/SLC28A1/CA4/EZR/DCXR/MYO1E/CLIC1/SLC22A5/ITPR3/GNA12/SLC9A3R1/CUBN/PLS1/SLC5A6/SLC7A9/SHANK2/LRP2",22
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","52/1692","351/19869",6.01408078015154e-05,0.00315507930158719,0.00259555065248645,"CRYAB/FLRT3/NRCAM/SLC4A8/PENK/PAK3/ERBB4/CADM1/LRFN5/NECTIN1/DLG2/RTN4/MAL2/PDE4B/PDPK1/PRNP/PLEKHA5/ABHD17B/SRC/PHB2/P2RX4/SAMD14/DROSHA/KALRN/CACNA1C/SEMA4C/KLHL17/ADGRL1/PSD/IQSEC1/KCND3/GRIK5/PPP1R9A/ARHGAP32/PTPRS/GRID1/DAGLA/ADCY8/SLC6A9/SORCS2/GRID2/PLPPR4/SLC1A1/GRIA2/SHANK2/CHRNA3/SLC16A3/PRR12/GRIK4/ARHGEF9/DCC/LRFN1",52
"GO:0005874","CC","GO:0005874","microtubule","64/1692","466/19869",9.37952948292057e-05,0.00456917079096559,0.00375886407097494,"KIF11/TUBE1/TUBB4A/KIF2C/JAKMIP1/ASPM/PIERCE1/KIF14/PRC1/CENPE/TPX2/KIF20A/KIF12/GTSE1/AURKB/BIRC5/EFHC2/KIF4A/KIF18A/KIF20B/DNAH5/KIF22/KLHL21/ROR2/DNAH12/AURKA/ARHGAP4/DCXR/FHDC1/RASSF3/ARHGAP18/KIF15/STMN1/CKAP2/GAS2L3/RAB11A/NDRG1/EMD/CCT3/KIF13A/SELENOS/DYNLT3/CHMP4B/OPA1/CCT8/CCDC181/FKBP4/DYNC2H1/ATAT1/KLC2/HOOK1/NAV1/MAP10/NCKAP5/KIFC2/RASSF5/MAP6/KIF7/CAPN6/NCKAP5L/KIF5C/CAMSAP3/SPACA9/DNAH7",64
"GO:0000922","CC","GO:0000922","spindle pole","30/1692","172/19869",0.000124002949921971,0.00563800078978563,0.00463814542515163,"DLGAP5/KIF11/ASPM/FAM83D/PRC1/TPX2/AURKB/CENPF/CDC25B/FRY/CDC20/KASH5/KIF20B/KLHL21/AURKA/PLK4/CKAP2/NEDD9/RAB11A/EMD/UNC119/TOPBP1/TTC28/DYNC2I1/CDC14A/MAP10/MTCL1/MAPKBP1/DDX11/RASSF10",30
"GO:0032279","CC","GO:0032279","asymmetric synapse","48/1692","327/19869",0.00014212379073994,0.00578780193832624,0.0047613805110787,"CRYAB/FLRT3/NRCAM/SLC4A8/PAK3/ERBB4/CADM1/LRFN5/DLG2/RTN4/PDE4B/PDPK1/PRNP/PLEKHA5/ABHD17B/SRC/PHB2/P2RX4/SAMD14/DROSHA/KALRN/CACNA1C/SEMA4C/KLHL17/ADGRL1/PSD/IQSEC1/KCND3/GRIK5/PPP1R9A/ARHGAP32/PTPRS/GRID1/DAGLA/ADCY8/SLC6A9/SORCS2/GRID2/PLPPR4/SLC1A1/GRIA2/SHANK2/CHRNA3/SLC16A3/PRR12/ARHGEF9/DCC/LRFN1",48
"GO:0005777","CC","GO:0005777","peroxisome","26/1692","142/19869",0.000152757235908904,0.00578780193832624,0.0047613805110787,"NUDT19/SLC27A2/HSDL2/XDH/MGST1/DAO/TKT/IDH2/PRDX5/SCP2/MYO5A/HSD17B4/GSTK1/HMGCR/PMVK/ECI2/HMGCL/ISOC1/ALDH3A2/IMPDH2/ACOT8/MTARC2/CROT/SZT2/NUDT17/TYSND1",26
"GO:0042579","CC","GO:0042579","microbody","26/1692","142/19869",0.000152757235908904,0.00578780193832624,0.0047613805110787,"NUDT19/SLC27A2/HSDL2/XDH/MGST1/DAO/TKT/IDH2/PRDX5/SCP2/MYO5A/HSD17B4/GSTK1/HMGCR/PMVK/ECI2/HMGCL/ISOC1/ALDH3A2/IMPDH2/ACOT8/MTARC2/CROT/SZT2/NUDT17/TYSND1",26
"GO:0031252","CC","GO:0031252","cell leading edge","58/1692","421/19869",0.000179971120890507,0.00646001602354346,0.00531438268335957,"BMX/VIL1/ANGPTL3/ACTA1/MYO1D/PTPRM/KIF18A/DPP4/SWAP70/TESC/CXCR4/EPS8L2/EZR/MYO10/SLC39A6/RAPH1/ARHGAP18/MYO5A/C2CD5/CDH1/CLCN3/PDPN/S100A11/RDX/RAC3/BSPRY/NEDD9/PLXND1/ATP6AP2/AJUBA/CTTNBP2NL/SRC/PTPRK/CARMIL1/FLOT1/ARPC3/CD2AP/PIP5K1A/RAPGEF3/SLC9A3R1/FER/EGFR/APPL2/DGKZ/PDE4A/PSD/MTSS2/EVL/CYFIP1/IQGAP2/SLC9A1/DAGLA/FGD1/GDPD2/KCNC2/GABRA3/GABRG3/MYO1G",58
"GO:0030027","CC","GO:0030027","lamellipodium","33/1692","203/19869",0.000232930577852105,0.00794293270475678,0.00653431568395642,"VIL1/ANGPTL3/ACTA1/PTPRM/DPP4/SWAP70/TESC/MYO10/SLC39A6/RAPH1/CDH1/PDPN/RDX/RAC3/NEDD9/PLXND1/AJUBA/CTTNBP2NL/CARMIL1/FLOT1/ARPC3/PIP5K1A/RAPGEF3/FER/DGKZ/MTSS2/EVL/CYFIP1/IQGAP2/SLC9A1/FGD1/GDPD2/MYO1G",33
"GO:0005912","CC","GO:0005912","adherens junction","30/1692","179/19869",0.00025608999181884,0.00831682735335472,0.00684190303957103,"CRB1/PKP1/TRIM29/VEGFA/PTPRM/NECTIN1/PDLIM1/NECTIN4/DLG2/EZR/MYO1E/CDH1/S100A11/RDX/SNAP23/NDRG1/MPP7/CDH5/HMCN1/AJUBA/ESAM/PTPRK/FLOT1/DCHS1/FMN1/DSC2/FRMD4A/CAMSAP3/FRMD5/TSPAN33",30
"GO:0000775","CC","GO:0000775","chromosome, centromeric region","38/1692","250/19869",0.000334822166831398,0.00996015825757423,0.00819380205477244,"CENPT/KIF2C/DSCC1/BUB1/TOP2A/NCAPG/CENPE/TTK/NDC80/ERCC6L/CENPI/AURKB/BIRC5/CENPF/CENPU/CENPK/KIF18A/CENPH/ESCO2/CENPL/KNL1/KIF22/MIS18A/CENPP/CDCA8/CENPM/MIS18BP1/SPC24/SGO2/RANGAP1/PKHD1/DYNLT3/NSL1/SMC4/CHMP4B/PHF2/SMARCD1/REC8",38
"GO:0014069","CC","GO:0014069","postsynaptic density","46/1692","321/19869",0.000335899765284762,0.00996015825757423,0.00819380205477244,"CRYAB/FLRT3/NRCAM/PAK3/ERBB4/CADM1/LRFN5/DLG2/RTN4/PDE4B/PDPK1/PRNP/PLEKHA5/ABHD17B/SRC/PHB2/P2RX4/SAMD14/DROSHA/KALRN/CACNA1C/SEMA4C/KLHL17/ADGRL1/PSD/IQSEC1/KCND3/GRIK5/PPP1R9A/ARHGAP32/PTPRS/GRID1/DAGLA/ADCY8/SLC6A9/SORCS2/GRID2/PLPPR4/GRIA2/SHANK2/CHRNA3/SLC16A3/PRR12/ARHGEF9/DCC/LRFN1",46
"GO:0005774","CC","GO:0005774","vacuolar membrane","61/1692","461/19869",0.000372950541191439,0.01059801121219,0.00871853677434372,"EGF/CP/RNF183/ATP6V1C2/ATP6V0D2/FFAR4/CD1B/ANPEP/ATP6V1A/ATP11C/TSPAN1/MGST1/SLC38A9/SYNGR1/SLC7A14/GNB4/AP1S3/DPP4/ITM2C/ELAPOR1/ABCA3/BLOC1S2/SLC30A4/GPLD1/ATP6V1E1/CLCN3/GLIPR1/CTNS/LAMP2/ATP6V1H/ATP6V1F/KICS2/SLC3A2/ATP6AP2/AP2S1/SLC39A14/TMEM106B/FLOT1/CHMP4B/ATP11B/P2RX4/LRRC8A/KLC2/TOM1/ACP3/LRRC8E/TECPR1/CUBN/SZT2/SLC2A6/TRPM2/SLC39A8/CLEC16A/SORT1/VPS13C/EVA1A/ENPP1/HPSE/PLEKHM1/PIGR/LRP2",61
"GO:0098862","CC","GO:0098862","cluster of actin-based cell projections","27/1692","159/19869",0.00041088297171814,0.0109111169487266,0.00897611565622976,"SLC15A1/SLC26A4/TRPM6/CLIC5/ACE2/VIL1/MYO1D/SLC28A1/CA4/EPS8L2/EZR/DCXR/MYO1E/CLIC1/SLC22A5/ITPR3/GNA12/ADCY6/SLC9A3R1/CDC14A/CUBN/PLS1/SLC5A6/SLC7A9/CDH23/SHANK2/LRP2",27
"GO:0044295","CC","GO:0044295","axonal growth cone","8/1692","23/19869",0.000415966335288696,0.0109111169487266,0.00897611565622976,"FLRT3/L1CAM/GPM6A/FKBP4/NEO1/CYFIP1/KIF5C/DCC",8
"GO:0098839","CC","GO:0098839","postsynaptic density membrane","18/1692","89/19869",0.000442056988775293,0.0111660320868426,0.00918582358741643,"NRCAM/ERBB4/LRFN5/DLG2/ABHD17B/CACNA1C/SEMA4C/GRIK5/PTPRS/GRID1/DAGLA/SORCS2/GRID2/PLPPR4/GRIA2/SLC16A3/DCC/LRFN1",18
"GO:0031300","CC","GO:0031300","intrinsic component of organelle membrane","56/1692","420/19869",0.000526684680758843,0.0128285340099118,0.0105534937911452,"TRABD2A/RNF183/SLC37A2/SLC27A2/MPC1/ELOVL6/SV2C/CHST4/QSOX1/SLC38A9/WLS/SYNGR1/ACER2/ACER3/MCU/RTN4/RHOT1/CHST2/ELOVL5/DNAJC11/MICU1/MAL2/ERN1/PGAP3/LAMP2/SFXN4/PIGS/P2RX7/ELOVL1/HACD2/EMC2/TRAM1/SFXN1/SELENOS/GOLGA7/DERL2/SEC62/HSPA5/TOMM70/TMEM43/CANX/HM13/FAM20C/PISD/P2RX4/LRRC8A/PINK1/AMFR/LRRC8E/SFXN5/RYR1/PTPRS/SLC6A9/SV2A/MGARP/TRABD2B",56
"GO:0043025","CC","GO:0043025","neuronal cell body","64/1692","497/19869",0.000566128629395106,0.0133137836292228,0.0109526881839416,"NQO1/CRYAB/ANXA3/KLHL14/TUBB4A/PCSK1/ASS1/TPX2/SLC4A8/GFRA1/PENK/MYO1D/UCHL1/IL6ST/KCNQ1/L1CAM/ALCAM/SPTBN2/ROR2/AURKA/GPM6A/DLG2/RTN4RL1/MYO10/ELOVL5/CLCN2/PDE11A/ITPR3/RAC3/SLC3A2/P2RX7/GLUL/TGFB3/SRC/CAPN2/CANX/EIF4A3/GNA12/P2RX4/FKBP4/AMFR/PTPRF/CACNA1C/KLHL17/TRPM2/KCND3/CYFIP1/GRIK5/HCFC1/PTPRS/ADCY8/SORCS2/KIF5C/SV2A/NCDN/KREMEN1/SLC1A1/GRIA2/SHANK2/CHRNA3/MAST1/ATP1A2/KCNC2/ASIC2",64
"GO:1990023","CC","GO:1990023","mitotic spindle midzone","6/1692","14/19869",0.000623006887464413,0.0138988505451883,0.0114339980561589,"PRC1/CENPE/AURKB/KIF18A/KIF20B/MAP10",6
"GO:0051233","CC","GO:0051233","spindle midzone","10/1692","36/19869",0.000631765933872194,0.0138988505451883,0.0114339980561589,"KIF14/PRC1/CENPE/AURKB/KIF18A/KIF20B/AURKA/CDCA8/UNC119/MAP10",10
"GO:0000776","CC","GO:0000776","kinetochore","27/1692","164/19869",0.000675729710507515,0.0144014894551914,0.0118474978848851,"CENPT/KIF2C/BUB1/CENPE/TTK/NDC80/ERCC6L/CENPI/AURKB/BIRC5/CENPF/CENPU/CENPK/KIF18A/CENPH/KNL1/KIF22/CENPM/SPC24/SGO2/RANGAP1/DYNLT3/NSL1/CHMP4B/PHF2/SMARCD1/REC8",27
"GO:0030175","CC","GO:0030175","filopodium","20/1692","108/19869",0.000725838760227676,0.0144425512998269,0.011881277732378,"VIL1/ACTA1/OSBPL3/GPM6A/EZR/MYO10/RAPH1/MYO5A/ITGA3/PDPN/RDX/CD302/SRC/RAPGEF3/SLC9A3R1/ACP3/CYFIP1/IQGAP2/PPP1R9A/MYO1G",20
"GO:0099572","CC","GO:0099572","postsynaptic specialization","47/1692","342/19869",0.000744087782405488,0.0144425512998269,0.011881277732378,"CRYAB/FLRT3/NRCAM/PAK3/ERBB4/CADM1/LRFN5/DLG2/RTN4/PDE4B/PDPK1/PRNP/PLEKHA5/ABHD17B/SRC/PHB2/P2RX4/SAMD14/DROSHA/KALRN/CACNA1C/SEMA4C/KLHL17/ADGRL1/PSD/IQSEC1/KCND3/GRIK5/PPP1R9A/ARHGAP32/PTPRS/GRID1/DAGLA/ADCY8/SLC6A9/SORCS2/GRID2/PLPPR4/GRIA2/SHANK2/CHRNA3/SLC16A3/PRR12/ARHGEF9/GABRA3/DCC/LRFN1",47
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","28/1692","174/19869",0.000785963944802765,0.0144425512998269,0.011881277732378,"CENPT/KIF2C/BUB1/NCAPG/CENPE/TTK/NDC80/ERCC6L/CENPI/AURKB/BIRC5/CENPF/CENPU/CENPK/KIF18A/CENPH/KNL1/KIF22/CENPM/SPC24/SGO2/RANGAP1/DYNLT3/NSL1/CHMP4B/PHF2/SMARCD1/REC8",28
"GO:0031301","CC","GO:0031301","integral component of organelle membrane","52/1692","390/19869",0.000816895036366575,0.0144425512998269,0.011881277732378,"TRABD2A/RNF183/SLC37A2/SLC27A2/MPC1/ELOVL6/SV2C/QSOX1/SLC38A9/WLS/SYNGR1/ACER2/ACER3/MCU/RTN4/RHOT1/ELOVL5/DNAJC11/MICU1/MAL2/ERN1/LAMP2/SFXN4/PIGS/P2RX7/ELOVL1/HACD2/EMC2/TRAM1/SFXN1/SELENOS/DERL2/SEC62/HSPA5/TOMM70/TMEM43/CANX/HM13/FAM20C/PISD/P2RX4/LRRC8A/PINK1/AMFR/LRRC8E/SFXN5/RYR1/PTPRS/SLC6A9/SV2A/MGARP/TRABD2B",52
"GO:0005875","CC","GO:0005875","microtubule associated complex","27/1692","166/19869",0.000817670194078307,0.0144425512998269,0.011881277732378,"KIF11/KIF2C/ACTA1/KIF14/KIF20A/KIF12/AURKB/BIRC5/KIF4A/KIF18A/KIF20B/DNAH5/KIF22/DNAH12/AURKA/CDCA8/SPTBN5/KIF15/KIF13A/DYNLT3/DYNC2H1/KLC2/DYNC2I1/KIFC2/KIF7/KIF5C/DNAH7",27
"GO:0072686","CC","GO:0072686","mitotic spindle","29/1692","183/19869",0.000823403349488738,0.0144425512998269,0.011881277732378,"KIF11/TUBB4A/ASPM/FAM83D/PRC1/CENPE/TPX2/ECT2/AURKB/EFHC2/KIF18A/ESPL1/KIF20B/KIF22/AURKA/CKAP2/LIMK2/NEDD9/RANGAP1/PKHD1/DYNLT3/TAF1D/CDC16/ATAT1/CDC14A/MAP10/MAPKBP1/KIFC2/TRAT1",29
"GO:0031526","CC","GO:0031526","brush border membrane","13/1692","57/19869",0.000825893696031156,0.0144425512998269,0.011881277732378,"SLC26A4/TRPM6/ACE2/SLC28A1/CA4/SLC22A5/GNA12/SLC9A3R1/CUBN/SLC5A6/SLC7A9/SHANK2/LRP2",13
"GO:0031983","CC","GO:0031983","vesicle lumen","45/1692","327/19869",0.000925683195176978,0.0157828984777675,0.0129839248165613,"FGG/EGF/FGB/PCSK1/S100P/PCYOX1L/A2M/PENK/VEGFA/QSOX1/VEGFD/TIMP1/SPARC/PTX3/DNASE1L1/S100A11/GLA/MVP/FAM3C/VAT1/CSTB/PROS1/TGFB3/PRDX4/ACLY/GLB1/NPC2/CAB39/PSMD14/IMPDH2/CEP290/CCT8/ATG7/PYGL/GCA/EGFR/TIMP3/CYFIP1/SERPINA1/HPSE/IMPDH1/HEBP2/MPO/CTSG/HK3",45
"GO:0000793","CC","GO:0000793","condensed chromosome","39/1692","273/19869",0.000970991661973717,0.0161516174016116,0.0132872543217456,"CENPT/KIF2C/BUB1/NCAPH/TOP2A/NCAPG/CENPE/TTK/NDC80/ERCC6L/CENPI/AURKB/BIRC5/CENPF/CENPU/CENPK/KASH5/KIF18A/CENPH/BRCA1/KNL1/KIF22/RNF212B/FANCD2/CENPM/NCAPG2/SPC24/SGO2/HMGB2/RANGAP1/DYNLT3/TOPBP1/NSL1/SMC4/CHMP4B/RAD9B/PHF2/SMARCD1/REC8",39
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","56/1692","433/19869",0.00109549479191987,0.0177887487640321,0.0146340532354208,"FGG/FGB/ADAMTS3/FBLN5/ANGPTL3/COMP/LAMA1/A2M/KAZALD1/TINAGL1/SBSPON/TIMP1/SPON1/ELN/L1CAM/SPARC/MATN2/COL12A1/LAMC2/P3H1/CTSB/SRPX/LAMB3/LAMA4/NID2/F3/SEMA7A/COL4A1/PODN/ANXA5/DPT/GREM1/LMAN1/CSTB/TGFB3/HMCN1/EGFLAM/FBLN2/HTRA1/MMP2/LAMA2/TIMP3/NCAM1/NTN1/FREM2/COL4A5/LTBP4/PTPRZ1/COL15A1/SMOC1/SERPINA1/NTN4/NAV2/ADAMTSL4/ITIH2/CTSG",56
"GO:0030315","CC","GO:0030315","T-tubule","12/1692","52/19869",0.00116023709014414,0.0184018998948443,0.0151384668065319,"CAPN3/RDX/ATP1B1/TGFB3/ATP2B4/CACNB2/CACNA1C/SLC9A1/SCN5A/CACNA1D/STAC/ATP1A2",12
"GO:0034774","CC","GO:0034774","secretory granule lumen","44/1692","322/19869",0.00121014884068948,0.0187573070306869,0.015430845265251,"FGG/EGF/FGB/PCSK1/S100P/PCYOX1L/A2M/PENK/VEGFA/QSOX1/VEGFD/TIMP1/SPARC/PTX3/DNASE1L1/S100A11/GLA/MVP/FAM3C/VAT1/CSTB/PROS1/TGFB3/PRDX4/ACLY/GLB1/NPC2/CAB39/PSMD14/IMPDH2/CEP290/CCT8/ATG7/PYGL/GCA/TIMP3/CYFIP1/SERPINA1/HPSE/IMPDH1/HEBP2/MPO/CTSG/HK3",44
"GO:0000221","CC","GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","5/1692","11/19869",0.00132808134949944,0.0196902495730134,0.0161983377410343,"ATP6V1C2/ATP6V1A/ATP6V1E1/ATP6V1H/ATP6V1F",5
"GO:0033180","CC","GO:0033180","proton-transporting V-type ATPase, V1 domain","5/1692","11/19869",0.00132808134949944,0.0196902495730134,0.0161983377410343,"ATP6V1C2/ATP6V1A/ATP6V1E1/ATP6V1H/ATP6V1F",5
"GO:0099699","CC","GO:0099699","integral component of synaptic membrane","25/1692","155/19869",0.00141214572011103,0.0204911357684196,0.0168571930306647,"FLRT3/NRCAM/ERBB4/LRFN5/NECTIN1/CADM3/GPM6A/CLCN3/CANX/ATP2B4/KCND3/GRIK5/PTPRS/GRID1/DAGLA/ADCY8/SLC6A9/GRID2/PLPPR4/SLC16A3/GRIK4/GABRA3/GABRG3/DCC/LRFN1",25
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","44/1692","325/19869",0.0014582676873914,0.0207195533916861,0.0170451025741143,"FGG/EGF/FGB/PCSK1/S100P/PCYOX1L/A2M/PENK/VEGFA/QSOX1/VEGFD/TIMP1/SPARC/PTX3/DNASE1L1/S100A11/GLA/MVP/FAM3C/VAT1/CSTB/PROS1/TGFB3/PRDX4/ACLY/GLB1/NPC2/CAB39/PSMD14/IMPDH2/CEP290/CCT8/ATG7/PYGL/GCA/TIMP3/CYFIP1/SERPINA1/HPSE/IMPDH1/HEBP2/MPO/CTSG/HK3",44
"GO:0031253","CC","GO:0031253","cell projection membrane","46/1692","344/19869",0.00148992302023748,0.0207372959143257,0.0170596985990671,"SLC26A4/TRPM6/BMX/ACE2/FFAR4/S100P/PKD2L1/MYO1D/SLC28A1/NDRG4/DPP4/DPEP1/CA4/TESC/SLC7A8/EPS8L2/EZR/MYO10/SLC39A6/SLC22A5/C2CD5/CLCN3/ITGA3/PDPN/PLXND1/ATP6AP2/TXNDC15/SRC/PIP5K1A/GNA12/SMO/SLC9A3R1/EGFR/CUBN/APPL2/PDE4A/PSD/MTSS2/SLC5A6/SLC7A9/DAGLA/SHANK2/KCNC2/GABRA3/GABRG3/LRP2",46
"GO:0030427","CC","GO:0030427","site of polarized growth","27/1692","173/19869",0.00153858616559192,0.0209863152986738,0.0172645563423262,"FLRT3/FRY/SLC2A13/KIF20B/L1CAM/NECTIN1/GPM6A/ARHGAP4/MYO5A/ORAI2/ITGA3/RAC3/FKBP15/SRC/FKBP4/NEO1/PINK1/AMFR/MAP3K12/ADGRL1/CYFIP1/PCDH9/PTPRS/KIF5C/AUTS2/SHANK2/DCC",27
"GO:0099634","CC","GO:0099634","postsynaptic specialization membrane","20/1692","115/19869",0.00162442015647107,0.0213133372818272,0.0175335835332827,"NRCAM/ERBB4/LRFN5/DLG2/ABHD17B/CACNA1C/SEMA4C/KCND3/GRIK5/PTPRS/GRID1/DAGLA/SORCS2/GRID2/PLPPR4/GRIA2/SLC16A3/GABRA3/DCC/LRFN1",20
"GO:0005604","CC","GO:0005604","basement membrane","18/1692","99/19869",0.00162506383967011,0.0213133372818272,0.0175335835332827,"LAMA1/TIMP1/SPARC/LAMC2/LAMB3/LAMA4/NID2/COL4A1/HMCN1/EGFLAM/LAMA2/TIMP3/NTN1/FREM2/COL4A5/COL15A1/SMOC1/NTN4",18
"GO:0099240","CC","GO:0099240","intrinsic component of synaptic membrane","26/1692","166/19869",0.00176665175343486,0.0227331414309919,0.0187015965160035,"FLRT3/NRCAM/ERBB4/LRFN5/NECTIN1/CADM3/GPM6A/CLCN3/CANX/ATP2B4/CNTN5/KCND3/GRIK5/PTPRS/GRID1/DAGLA/ADCY8/SLC6A9/GRID2/PLPPR4/SLC16A3/GRIK4/GABRA3/GABRG3/DCC/LRFN1",26
"GO:0030426","CC","GO:0030426","growth cone","26/1692","167/19869",0.00192684490904351,0.0243353375549569,0.0200196556826548,"FLRT3/SLC2A13/KIF20B/L1CAM/NECTIN1/GPM6A/ARHGAP4/MYO5A/ORAI2/ITGA3/RAC3/FKBP15/SRC/FKBP4/NEO1/PINK1/AMFR/MAP3K12/ADGRL1/CYFIP1/PCDH9/PTPRS/KIF5C/AUTS2/SHANK2/DCC",26
"GO:0098687","CC","GO:0098687","chromosomal region","50/1692","388/19869",0.00211601550068481,0.0262385922084916,0.021585383002201,"CENPT/KIF2C/DSCC1/BUB1/TOP2A/NCAPG/ORC1/CENPE/TTK/NDC80/ERCC6L/MCM2/CENPI/AURKB/BIRC5/CENPF/CENPU/CENPK/H2BC3/KASH5/KIF18A/CENPH/ESCO2/DNA2/MCM6/CENPL/KNL1/KIF22/MIS18A/CENPP/PIF1/CDCA8/CENPM/DCLRE1B/MIS18BP1/SPC24/SGO2/NABP1/RANGAP1/PKHD1/DYNLT3/NSL1/SMC4/CHMP4B/TINF2/PHF2/SMARCD1/TERT/ZNF827/REC8",50
"GO:0016328","CC","GO:0016328","lateral plasma membrane","13/1692","64/19869",0.00253628729799707,0.0308883560220357,0.0254105475532413,"CLDN1/IQGAP3/GJB1/TACSTD2/CDH1/ATP1B1/MPP7/GNA12/MTCL1/SCN5A/SLC6A9/SLC16A3/VANGL2",13
"GO:0005782","CC","GO:0005782","peroxisomal matrix","11/1692","50/19869",0.00275993874471905,0.0324530728258343,0.0266977740641607,"NUDT19/DAO/PRDX5/SCP2/HSD17B4/GSTK1/ECI2/HMGCL/ACOT8/CROT/TYSND1",11
"GO:0031907","CC","GO:0031907","microbody lumen","11/1692","50/19869",0.00275993874471905,0.0324530728258343,0.0266977740641607,"NUDT19/DAO/PRDX5/SCP2/HSD17B4/GSTK1/ECI2/HMGCL/ACOT8/CROT/TYSND1",11
