Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-3.3,2.4,4,30211,353,680,19,2.8,0.63,134|1136|1813|1906|1910|2149|2150|2151|2890|3827|4828|5027|5732|6751|6870|7433|9170|10316|170589,ADORA1|CHRNA3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GRIA1|KNG1|NMB|P2RX7|PTGER2|SSTR1|TACR3|VIPR1|LPAR2|NMUR1|GPHA2,-1.7,MyList
GO Biological Processes,19,GO:0021543,pallium development,19_GO:0032502 developmental process,-3.3,3.2,4.3,30211,169,680,12,1.8,0.5,306|664|3736|6513|6867|22903|23224|23236|54407|84879|284403|285025,ANXA3|BNIP3|KCNA1|SLC2A1|TACC1|BTBD3|SYNE2|PLCB1|SLC38A2|MFSD2A|WDR62|CCDC141,-1.7,MyList
GO Biological Processes,19,GO:0048639,positive regulation of developmental growth,19_GO:0040007 growth,-3.3,3.2,4.3,30211,169,680,12,1.8,0.5,1435|1813|1906|5357|5467|7429|8437|9699|22999|23191|23236|23493,CSF1|DRD2|EDN1|PLS1|PPARD|VIL1|RASAL1|RIMS2|RIMS1|CYFIP1|PLCB1|HEY2,-1.7,MyList
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-3.3,2.3,3.9,30211,411,680,21,3.1,0.66,214|1272|1813|1906|1942|1948|3925|5063|5076|5357|5800|6647|7476|22903|23022|23191|51057|51062|56920|84879|284217,ALCAM|CNTN1|DRD2|EDN1|EFNA1|EFNB2|STMN1|PAK3|PAX2|PLS1|PTPRO|SOD1|WNT7A|BTBD3|PALLD|CYFIP1|WDPCP|ATL1|SEMA3G|MFSD2A|LAMA1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-140534,Caspase activation via Death Receptors in the presence of ligand,,-3.3,10,5.9,30211,17,680,4,0.59,0.29,929|7099|8837|23643,CD14|TLR4|CFLAR|LY96,-1.7,MyList
GO Biological Processes,19,GO:0010660,regulation of muscle cell apoptotic process,19_GO:0050789 regulation of biological process,-3.3,4.4,4.6,30211,81,680,8,1.2,0.41,664|1906|4217|6423|8837|23493|26471|205428,BNIP3|EDN1|MAP3K5|SFRP2|CFLAR|HEY2|NUPR1|DIPK2A,-1.7,MyList
WikiPathways,27,WP2884,NRF2 pathway,,-3.3,3.3,4.3,30211,146,680,11,1.6,0.48,1839|2539|5265|5467|6513|6533|6536|7039|8884|55630|57181,HBEGF|G6PD|SERPINA1|PPARD|SLC2A1|SLC6A6|SLC6A9|TGFA|SLC5A6|SLC39A4|SLC39A10,-1.7,MyList
GO Biological Processes,19,GO:0032677,regulation of interleukin-8 production,19_GO:0032501 multicellular organismal process,-3.3,3.9,4.5,30211,102,680,9,1.3,0.44,929|972|2149|2150|3929|7099|7100|8915|84632,CD14|CD74|F2R|F2RL1|LBP|TLR4|TLR5|BCL10|AFAP1L2,-1.6,MyList
GO Biological Processes,19,GO:0010927,cellular component assembly involved in morphogenesis,19_GO:0032502 developmental process,-3.3,3.9,4.5,30211,102,680,9,1.3,0.44,928|1272|3691|3880|4703|7368|8837|51804|64753,CD9|CNTN1|ITGB4|KRT19|NEB|UGT8|CFLAR|SIX4|CCDC136,-1.6,MyList
GO Biological Processes,19,GO:0071241,cellular response to inorganic substance,19_GO:0050896 response to stimulus,-3.3,2.8,4.1,30211,220,680,14,2.1,0.54,664|1663|1906|2039|3625|3736|4490|6647|8437|8837|9076|10105|90019|284111,BNIP3|DDX11|EDN1|DMTN|INHBB|KCNA1|MT1B|SOD1|RASAL1|CFLAR|CLDN1|PPIF|SYT8|SLC13A5,-1.6,MyList
GO Biological Processes,19,GO:0007610,behavior,19_GO:0007610 behavior,-3.3,2.1,3.8,30211,563,680,26,3.8,0.74,18|267|460|1136|1272|1602|1813|2744|2890|4311|5575|6335|6571|6647|6833|7057|9456|22941|22943|23236|55283|79846|81832|84879|85461|266977,ABAT|AMFR|ASTN1|CHRNA3|CNTN1|DACH1|DRD2|GLS|GRIA1|MME|PRKAR1B|SCN9A|SLC18A2|SOD1|ABCC8|THBS1|HOMER1|SHANK2|DKK1|PLCB1|MCOLN3|CFAP69|NETO1|MFSD2A|TANC1|ADGRF1,-1.6,MyList
GO Biological Processes,19,GO:0051146,striated muscle cell differentiation,19_GO:0032502 developmental process,-3.3,3,4.2,30211,195,680,13,1.9,0.53,928|3880|4703|6272|6382|7504|8538|8837|9456|9750|23493|51804|85461,CD9|KRT19|NEB|SORT1|SDC1|XK|BARX2|CFLAR|HOMER1|RIPOR2|HEY2|SIX4|TANC1,-1.6,MyList
Canonical Pathways,11,M83,PID CDC42 REG PATHWAY,,-3.3,7.4,5.3,30211,30,680,5,0.74,0.33,392|10451|23229|23348|139818,ARHGAP1|VAV3|ARHGEF9|DOCK9|DOCK11,-1.6,MyList
GO Biological Processes,19,GO:0007176,regulation of epidermal growth factor-activated receptor activity,19_GO:0023052 signaling,-3.3,7.4,5.3,30211,30,680,5,0.74,0.33,134|1839|7039|9052|54206,ADORA1|HBEGF|TGFA|GPRC5A|ERRFI1,-1.6,MyList
GO Biological Processes,19,GO:0060070,canonical Wnt signaling pathway,19_GO:0023052 signaling,-3.3,4.3,4.6,30211,82,680,8,1.2,0.41,1906|1910|6382|6423|7476|55366|55681|81029,EDN1|EDNRB|SDC1|SFRP2|WNT7A|LGR4|SCYL2|WNT5B,-1.6,MyList
GO Biological Processes,19,GO:0021537,telencephalon development,19_GO:0032502 developmental process,-3.3,2.7,4.1,30211,247,680,15,2.2,0.56,306|664|1813|3736|6299|6513|6867|22903|23224|23236|54407|84879|146760|284403|285025,ANXA3|BNIP3|DRD2|KCNA1|SALL1|SLC2A1|TACC1|BTBD3|SYNE2|PLCB1|SLC38A2|MFSD2A|RTN4RL1|WDR62|CCDC141,-1.6,MyList
KEGG Pathway,24,hsa04974,Protein digestion and absorption,,-3.3,3.9,4.4,30211,103,680,9,1.3,0.44,476|4311|6520|10008|11136|54407|81578|169044|255631,ATP1A1|MME|SLC3A2|KCNE3|SLC7A9|SLC38A2|COL21A1|COL22A1|COL24A1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-3.3,3.6,4.3,30211,125,680,10,1.5,0.46,1435|3053|3484|3698|3827|4148|5265|7184|54972|84141,CSF1|SERPIND1|IGFBP1|ITIH2|KNG1|MATN3|SERPINA1|HSP90B1|TMEM132A|EVA1A,-1.6,MyList
GO Biological Processes,19,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,19_GO:0048518 positive regulation of biological process,-3.3,3.6,4.3,30211,125,680,10,1.5,0.46,489|2149|2852|4217|4824|8837|8915|112399|130399|340485,ATP2A3|F2R|GPER1|MAP3K5|NKX3-1|CFLAR|BCL10|EGLN3|ACVR1C|ACER2,-1.6,MyList
GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-3.3,2.8,4.1,30211,222,680,14,2.1,0.54,598|1602|3625|4036|4824|5154|6299|6382|6423|6647|10549|26471|51804|157506,BCL2L1|DACH1|INHBB|LRP2|NKX3-1|PDGFA|SALL1|SDC1|SFRP2|SOD1|PRDX4|NUPR1|SIX4|RDH10,-1.6,MyList
GO Biological Processes,19,GO:0019693,ribose phosphate metabolic process,19_GO:0008152 metabolic process,-3.3,2.4,3.9,30211,330,680,18,2.6,0.62,790|978|2539|2639|3099|3614|4860|5144|5167|5214|5635|8459|51144|54677|64087|80201|84532|390916,CAD|CDA|G6PD|GCDH|HK2|IMPDH1|PNP|PDE4D|ENPP1|PFKP|PRPSAP1|TPST2|HSD17B12|CROT|MCCC2|HKDC1|ACSS1|NUDT19,-1.6,MyList
GO Biological Processes,19,GO:0010665,regulation of cardiac muscle cell apoptotic process,19_GO:0050789 regulation of biological process,-3.3,5.8,4.9,30211,46,680,6,0.88,0.36,664|4217|6423|8837|23493|26471,BNIP3|MAP3K5|SFRP2|CFLAR|HEY2|NUPR1,-1.6,MyList
GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,19_GO:0023052 signaling,-3.3,2.9,4.1,30211,197,680,13,1.9,0.53,2122|2150|4217|5187|6423|7099|7476|22881|23236|27347|84766|153769|768211,MECOM|F2RL1|MAP3K5|PER1|SFRP2|TLR4|WNT7A|ANKRD6|PLCB1|STK39|CRACR2A|SH3RF2|RELL1,-1.6,MyList
GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-3.2,2.2,3.8,30211,446,680,22,3.2,0.68,1906|1942|3880|4188|5076|5154|5357|6299|6647|7005|9021|9573|23493|28982|51057|51684|51804|80714|80736|140469|157506|259236,EDN1|EFNA1|KRT19|MDFI|PAX2|PDGFA|PLS1|SALL1|SOD1|TEAD3|SOCS3|GDF3|HEY2|FLVCR1|WDPCP|SUFU|SIX4|PBX4|SLC44A4|MYO3B|RDH10|TMIE,-1.6,MyList
GO Biological Processes,19,GO:0030888,regulation of B cell proliferation,19_GO:0002376 immune system process,-3.2,4.9,4.7,30211,64,680,7,1,0.39,972|1880|7099|10451|10673|51293|57181,CD74|GPR183|TLR4|VAV3|TNFSF13B|CD320|SLC39A10,-1.6,MyList
GO Biological Processes,19,GO:0070474,positive regulation of uterine smooth muscle contraction,19_GO:0048518 positive regulation of biological process,-3.2,17,6.7,30211,8,680,3,0.44,0.25,18|2852|6870,ABAT|GPER1|TACR3,-1.6,MyList
GO Biological Processes,19,GO:0006681,galactosylceramide metabolic process,19_GO:0008152 metabolic process,-3.2,17,6.7,30211,8,680,3,0.44,0.25,2581|7368|9514,GALC|UGT8|GAL3ST1,-1.6,MyList
GO Biological Processes,19,GO:0010759,positive regulation of macrophage chemotaxis,19_GO:0040011 locomotion,-3.2,9.9,5.7,30211,18,680,4,0.59,0.29,1435|2660|7057|284340,CSF1|MSTN|THBS1|CXCL17,-1.6,MyList
GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-3.2,3.3,4.2,30211,150,680,11,1.6,0.48,1906|2651|2660|3693|3694|5154|7476|9076|55198|80310|163126,EDN1|GCNT2|MSTN|ITGB5|ITGB6|PDGFA|WNT7A|CLDN1|APPL2|PDGFD|EID2,-1.6,MyList
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,19_GO:0032502 developmental process,-3.2,3.3,4.2,30211,150,680,11,1.6,0.48,1272|2896|5063|5274|8837|9693|9863|10677|23191|79625|389658,CNTN1|GRN|PAK3|SERPINI1|CFLAR|RAPGEF2|MAGI2|AVIL|CYFIP1|NDNF|ALKAL1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-3.2,2.2,3.8,30211,449,680,22,3.2,0.68,182|392|1080|4688|5063|5099|6793|10451|10788|23191|23229|23348|51291|55227|64283|80005|93663|114793|139818|171177|201176|644150,JAG1|ARHGAP1|CFTR|NCF2|PAK3|PCDH7|STK10|VAV3|IQGAP2|CYFIP1|ARHGEF9|DOCK9|GMIP|LRRC1|ARHGEF28|DOCK5|ARHGAP18|FMNL2|DOCK11|RHOV|ARHGAP27|WIPF3,-1.6,MyList
GO Biological Processes,19,GO:2000378,negative regulation of reactive oxygen species metabolic process,19_GO:0048519 negative regulation of biological process,-3.2,5.7,4.9,30211,47,680,6,0.88,0.36,664|2539|3099|5076|6571|8837,BNIP3|G6PD|HK2|PAX2|SLC18A2|CFLAR,-1.6,MyList
Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-3.2,2.1,3.8,30211,480,680,23,3.4,0.69,55|929|978|2896|3614|4257|4311|4860|5265|5269|5284|6793|6947|8566|8649|10043|10549|10788|11010|22875|23191|51071|84766,ACP3|CD14|CDA|GRN|IMPDH1|MGST1|MME|PNP|SERPINA1|SERPINB6|PIGR|STK10|TCN1|PDXK|LAMTOR3|TOM1|PRDX4|IQGAP2|GLIPR1|ENPP4|CYFIP1|DERA|CRACR2A,-1.6,MyList
GO Biological Processes,19,GO:0045682,regulation of epidermis development,19_GO:0032502 developmental process,-3.2,4.8,4.6,30211,65,680,7,1,0.39,2118|5467|9573|23493|29841|54206|81537,ETV4|PPARD|GDF3|HEY2|GRHL1|ERRFI1|SGPP1,-1.6,MyList
GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-3.2,2.6,4,30211,252,680,15,2.2,0.56,18|1080|1813|2149|2150|2852|3625|3993|5027|5467|6833|7099|23086|55691|130399,ABAT|CFTR|DRD2|F2R|F2RL1|GPER1|INHBB|LLGL2|P2RX7|PPARD|ABCC8|TLR4|EXPH5|FRMD4A|ACVR1C,-1.6,MyList
GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,19_GO:0023052 signaling,-3.2,2.9,4.1,30211,200,680,13,1.9,0.53,2122|2150|4217|5187|6423|7099|7476|22881|23236|27347|84766|153769|768211,MECOM|F2RL1|MAP3K5|PER1|SFRP2|TLR4|WNT7A|ANKRD6|PLCB1|STK39|CRACR2A|SH3RF2|RELL1,-1.6,MyList
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-3.2,2.3,3.8,30211,392,680,20,2.9,0.65,134|1824|1906|2039|2150|3925|4703|5063|5144|5154|6385|6781|7429|10178|10677|10788|23191|23671|79822|93663,ADORA1|DSC2|EDN1|DMTN|F2RL1|STMN1|NEB|PAK3|PDE4D|PDGFA|SDC4|STC1|VIL1|TENM1|AVIL|IQGAP2|CYFIP1|TMEFF2|ARHGAP28|ARHGAP18,-1.6,MyList
GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-3.2,3.5,4.3,30211,128,680,10,1.5,0.46,182|1910|5076|5800|6299|8842|9863|55366|80000|170690,JAG1|EDNRB|PAX2|PTPRO|SALL1|PROM1|MAGI2|LGR4|GREB1L|ADAMTS16,-1.6,MyList
GO Biological Processes,19,GO:2000106,regulation of leukocyte apoptotic process,19_GO:0050789 regulation of biological process,-3.2,4.2,4.5,30211,85,680,8,1.2,0.41,972|1831|1942|5027|5291|8915|9693|57181,CD74|TSC22D3|EFNA1|P2RX7|PIK3CB|BCL10|RAPGEF2|SLC39A10,-1.6,MyList
KEGG Pathway,24,hsa04610,Complement and coagulation cascades,,-3.2,4.2,4.5,30211,85,680,8,1.2,0.41,717|2149|2151|3053|3827|5055|5265|7035,C2|F2R|F2RL2|SERPIND1|KNG1|SERPINB2|SERPINA1|TFPI,-1.6,MyList
GO Biological Processes,19,GO:0062207,regulation of pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-3.2,3.8,4.3,30211,106,680,9,1.3,0.44,2150|3929|4814|6565|7099|7100|7105|55198|55366,F2RL1|LBP|NINJ1|SLC15A2|TLR4|TLR5|TSPAN6|APPL2|LGR4,-1.6,MyList
GO Biological Processes,19,GO:0042542,response to hydrogen peroxide,19_GO:0050896 response to stimulus,-3.2,3.8,4.3,30211,106,680,9,1.3,0.44,664|1906|4217|4540|5076|6382|6647|10105|80310,BNIP3|EDN1|MAP3K5|ND5|PAX2|SDC1|SOD1|PPIF|PDGFD,-1.6,MyList
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-3.2,2,3.7,30211,543,680,25,3.7,0.72,467|664|2852|2896|3625|3827|4217|4824|5027|5063|5291|5654|6423|6647|7057|8915|9693|22822|23612|25803|26471|54507|81618|90427|130399,ATF3|BNIP3|GPER1|GRN|INHBB|KNG1|MAP3K5|NKX3-1|P2RX7|PAK3|PIK3CB|HTRA1|SFRP2|SOD1|THBS1|BCL10|RAPGEF2|PHLDA1|PHLDA3|SPDEF|NUPR1|ADAMTSL4|ITM2C|BMF|ACVR1C,-1.6,MyList
GO Biological Processes,19,GO:0032990,cell part morphogenesis,19_GO:0032502 developmental process,-3.2,2.1,3.8,30211,482,680,23,3.4,0.69,214|598|1272|1813|1906|1942|1948|2823|3925|4036|4752|5063|5076|5800|7368|7476|22903|23022|23191|51062|56920|222950|284217,ALCAM|BCL2L1|CNTN1|DRD2|EDN1|EFNA1|EFNB2|GPM6A|STMN1|LRP2|NEK3|PAK3|PAX2|PTPRO|UGT8|WNT7A|BTBD3|PALLD|CYFIP1|ATL1|SEMA3G|NYAP1|LAMA1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-375276,Peptide ligand-binding receptors,,-3.2,2.9,4,30211,201,680,13,1.9,0.53,1906|1910|2149|2150|2151|2852|3827|4828|6751|6870|7504|10316|60675,EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|KNG1|NMB|SSTR1|TACR3|XK|NMUR1|PROK2,-1.5,MyList
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0008152 metabolic process,-3.2,2.2,3.8,30211,423,680,21,3.1,0.66,18|216|231|445|467|790|972|1080|1491|1906|2539|2744|4860|5321|6697|8566|9388|51144|84532|157506|340485,ABAT|ALDH1A1|AKR1B1|ASS1|ATF3|CAD|CD74|CFTR|CTH|EDN1|G6PD|GLS|PNP|PLA2G4A|SPR|PDXK|LIPG|HSD17B12|ACSS1|RDH10|ACER2,-1.5,MyList
Canonical Pathways,11,M165,PID SYNDECAN 4 PATHWAY,,-3.2,6.9,5.1,30211,32,680,5,0.74,0.33,5578|6385|7035|7057|284217,PRKCA|SDC4|TFPI|THBS1|LAMA1,-1.5,MyList
GO Biological Processes,19,GO:0071470,cellular response to osmotic stress,19_GO:0050896 response to stimulus,-3.2,6.9,5.1,30211,32,680,5,0.74,0.33,231|5269|6513|27347|54206,AKR1B1|SERPINB6|SLC2A1|STK39|ERRFI1,-1.5,MyList
GO Biological Processes,19,GO:0046320,regulation of fatty acid oxidation,19_GO:0008152 metabolic process,-3.2,6.9,5.1,30211,32,680,5,0.74,0.33,5467|55198|83752|84879|219743,PPARD|APPL2|LONP2|MFSD2A|TYSND1,-1.5,MyList
GO Biological Processes,19,GO:0051482,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway,19_GO:0023052 signaling,-3.2,6.9,5.1,30211,32,680,5,0.74,0.33,1813|1906|2149|2150|2151,DRD2|EDN1|F2R|F2RL1|F2RL2,-1.5,MyList
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-3.2,2.5,3.9,30211,281,680,16,2.4,0.58,134|476|1813|1906|1910|2660|6647|6769|7136|8837|9456|9992|10008|10316|23171|23493,ADORA1|ATP1A1|DRD2|EDN1|EDNRB|MSTN|SOD1|STAC|TNNI2|CFLAR|HOMER1|KCNE2|KCNE3|NMUR1|GPD1L|HEY2,-1.5,MyList
GO Biological Processes,19,GO:0007204,positive regulation of cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-3.2,2.5,3.9,30211,281,680,16,2.4,0.58,1813|1906|1910|2149|2150|2151|2852|3827|4828|5027|5732|9170|53373|55283|55503|60675,DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|KNG1|NMB|P2RX7|PTGER2|LPAR2|TPCN1|MCOLN3|TRPV6|PROK2,-1.5,MyList
GO Biological Processes,19,GO:0010662,regulation of striated muscle cell apoptotic process,19_GO:0050789 regulation of biological process,-3.2,5.6,4.8,30211,48,680,6,0.88,0.36,664|4217|6423|8837|23493|26471,BNIP3|MAP3K5|SFRP2|CFLAR|HEY2|NUPR1,-1.5,MyList
GO Biological Processes,19,GO:0010812,negative regulation of cell-substrate adhesion,19_GO:0022610 biological adhesion,-3.2,4.7,4.6,30211,66,680,7,1,0.39,182|2039|2651|4321|5800|7057|340485,JAG1|DMTN|GCNT2|MMP12|PTPRO|THBS1|ACER2,-1.5,MyList
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-3.1,2.1,3.7,30211,455,680,22,3.2,0.68,214|1272|1813|1906|1942|1948|2823|3925|4036|4752|5063|5076|5800|7368|7476|22903|23022|23191|51062|56920|222950|284217,ALCAM|CNTN1|DRD2|EDN1|EFNA1|EFNB2|GPM6A|STMN1|LRP2|NEK3|PAK3|PAX2|PTPRO|UGT8|WNT7A|BTBD3|PALLD|CYFIP1|ATL1|SEMA3G|NYAP1|LAMA1,-1.5,MyList
GO Biological Processes,19,GO:0040013,negative regulation of locomotion,19_GO:0040011 locomotion,-3.1,2.2,3.8,30211,396,680,20,2.9,0.65,134|182|972|1602|1813|5467|5793|5800|6423|6781|6833|7057|9750|9863|23236|23671|54567|56920|84978|130399,ADORA1|JAG1|CD74|DACH1|DRD2|PPARD|PTPRG|PTPRO|SFRP2|STC1|ABCC8|THBS1|RIPOR2|MAGI2|PLCB1|TMEFF2|DLL4|SEMA3G|FRMD5|ACVR1C,-1.5,MyList
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-3.1,3,4.1,30211,178,680,12,1.8,0.5,306|972|1773|1880|2150|2896|3929|7099|56832|57379|84766|139818,ANXA3|CD74|DNASE1|GPR183|F2RL1|GRN|LBP|TLR4|IFNK|AICDA|CRACR2A|DOCK11,-1.5,MyList
GO Biological Processes,19,GO:0034142,toll-like receptor 4 signaling pathway,19_GO:0002376 immune system process,-3.1,9.4,5.5,30211,19,680,4,0.59,0.29,929|7099|23643|57402,CD14|TLR4|LY96|S100A14,-1.5,MyList
GO Biological Processes,19,GO:0035461,vitamin transmembrane transport,19_GO:0051179 localization,-3.1,9.4,5.5,30211,19,680,4,0.59,0.29,4036|8884|10560|80736,LRP2|SLC5A6|SLC19A2|SLC44A4,-1.5,MyList
GO Biological Processes,19,GO:0010544,negative regulation of platelet activation,19_GO:0048519 negative regulation of biological process,-3.1,9.4,5.5,30211,19,680,4,0.59,0.29,18|928|5154|5270,ABAT|CD9|PDGFA|SERPINE2,-1.5,MyList
GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,19_GO:0008152 metabolic process,-3.1,2.4,3.8,30211,339,680,18,2.6,0.62,134|476|972|2321|2330|2852|5154|5467|6647|10451|10677|55198|55626|83752|84879|157506|219743|340895,ADORA1|ATP1A1|CD74|FLT1|FMO5|GPER1|PDGFA|PPARD|SOD1|VAV3|AVIL|APPL2|AMBRA1|LONP2|MFSD2A|RDH10|TYSND1|MALRD1,-1.5,MyList
GO Biological Processes,19,GO:0007218,neuropeptide signaling pathway,19_GO:0023052 signaling,-3.1,3.7,4.3,30211,108,680,9,1.3,0.44,4828|6272|6447|6751|9693|10178|10316|57537|60675,NMB|SORT1|SCG5|SSTR1|RAPGEF2|TENM1|NMUR1|SORCS2|PROK2,-1.5,MyList
GO Biological Processes,19,GO:0006898,receptor-mediated endocytosis,19_GO:0051179 localization,-3.1,3.2,4.1,30211,154,680,11,1.6,0.48,928|929|1514|1813|2890|4036|10267|53353|55681|85021|201176,CD9|CD14|CTSL|DRD2|GRIA1|LRP2|RAMP1|LRP1B|SCYL2|REPS1|ARHGAP27,-1.5,MyList
WikiPathways,27,WP4018,Clear cell renal cell carcinoma pathways,,-3.1,4.1,4.4,30211,87,680,8,1.2,0.41,1012|2321|3099|5214|6009|6513|9771|197257,CDH13|FLT1|HK2|PFKP|RHEB|SLC2A1|RAPGEF5|LDHD,-1.5,MyList
GO Biological Processes,19,GO:1901216,positive regulation of neuron death,19_GO:0048518 positive regulation of biological process,-3.1,4.1,4.4,30211,87,680,8,1.2,0.41,134|1948|2896|4217|5063|7099|22943|26471,ADORA1|EFNB2|GRN|MAP3K5|PAK3|TLR4|DKK1|NUPR1,-1.5,MyList
KEGG Pathway,24,hsa00600,Sphingolipid metabolism,,-3.1,5.4,4.7,30211,49,680,6,0.88,0.36,2581|7368|9514|81537|166929|340485,GALC|UGT8|GAL3ST1|SGPP1|SGMS2|ACER2,-1.5,MyList
GO Biological Processes,19,GO:0010656,negative regulation of muscle cell apoptotic process,19_GO:0048519 negative regulation of biological process,-3.1,5.4,4.7,30211,49,680,6,0.88,0.36,1906|6423|8837|23493|26471|205428,EDN1|SFRP2|CFLAR|HEY2|NUPR1|DIPK2A,-1.5,MyList
GO Biological Processes,19,GO:0032874,positive regulation of stress-activated MAPK cascade,19_GO:0023052 signaling,-3.1,3.4,4.2,30211,131,680,10,1.5,0.46,2150|4217|7099|7476|22881|23236|27347|84766|153769|768211,F2RL1|MAP3K5|TLR4|WNT7A|ANKRD6|PLCB1|STK39|CRACR2A|SH3RF2|RELL1,-1.5,MyList
GO Biological Processes,19,GO:0051931,regulation of sensory perception,19_GO:0032501 multicellular organismal process,-3.1,6.7,5,30211,33,680,5,0.74,0.33,55|134|1906|1910|2149,ACP3|ADORA1|EDN1|EDNRB|F2R,-1.5,MyList
GO Biological Processes,19,GO:0010765,positive regulation of sodium ion transport,19_GO:0051179 localization,-3.1,6.7,5,30211,33,680,5,0.74,0.33,1272|10768|23171|65125|65268,CNTN1|AHCYL1|GPD1L|WNK1|WNK2,-1.5,MyList
GO Biological Processes,19,GO:0051930,regulation of sensory perception of pain,19_GO:0032501 multicellular organismal process,-3.1,6.7,5,30211,33,680,5,0.74,0.33,55|134|1906|1910|2149,ACP3|ADORA1|EDN1|EDNRB|F2R,-1.5,MyList
GO Biological Processes,19,GO:0042491,inner ear auditory receptor cell differentiation,19_GO:0032502 developmental process,-3.1,6.7,5,30211,33,680,5,0.74,0.33,182|5357|6647|51057|55283,JAG1|PLS1|SOD1|WDPCP|MCOLN3,-1.5,MyList
GO Biological Processes,19,GO:0070229,negative regulation of lymphocyte apoptotic process,19_GO:0048519 negative regulation of biological process,-3.1,6.7,5,30211,33,680,5,0.74,0.33,972|1831|1942|8915|57181,CD74|TSC22D3|EFNA1|BCL10|SLC39A10,-1.5,MyList
Reactome Gene Sets,6,R-HSA-352230,Amino acid transport across the plasma membrane,,-3.1,6.7,5,30211,33,680,5,0.74,0.33,6509|6520|6533|11136|54407,SLC1A4|SLC3A2|SLC6A6|SLC7A9|SLC38A2,-1.5,MyList
GO Biological Processes,19,GO:0089718,amino acid import across plasma membrane,19_GO:0051179 localization,-3.1,6.7,5,30211,33,680,5,0.74,0.33,6509|6520|6533|6536|55244,SLC1A4|SLC3A2|SLC6A6|SLC6A9|SLC47A1,-1.5,MyList
KEGG Pathway,24,hsa00051,Fructose and mannose metabolism,,-3.1,6.7,5,30211,33,680,5,0.74,0.33,231|3099|5214|80201|197258,AKR1B1|HK2|PFKP|HKDC1|FCSK,-1.5,MyList
Reactome Gene Sets,6,R-HSA-9013148,CDC42 GTPase cycle,,-3.1,3.2,4.1,30211,155,680,11,1.6,0.48,392|5063|10451|10788|23229|23348|51291|114793|139818|201176|644150,ARHGAP1|PAK3|VAV3|IQGAP2|ARHGEF9|DOCK9|GMIP|FMNL2|DOCK11|ARHGAP27|WIPF3,-1.5,MyList
GO Biological Processes,19,GO:0071375,cellular response to peptide hormone stimulus,19_GO:0050896 response to stimulus,-3.1,2.7,3.9,30211,231,680,14,2.1,0.54,445|1906|2852|2888|3484|3625|5167|6430|8837|9663|10768|23191|23236|54206,ASS1|EDN1|GPER1|GRB14|IGFBP1|INHBB|ENPP1|SRSF5|CFLAR|LPIN2|AHCYL1|CYFIP1|PLCB1|ERRFI1,-1.5,MyList
