stableID	namegene	nametrans	descript	transtype
ENSNVIG00000011989	PPP6R1	PPP6R1-201	protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195]	protein_coding
ENSNVIG00000011990	U2	U2-201	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	snRNA
ENSNVIG00000011991	IL16	IL16-201	interleukin 16 [Source:HGNC Symbol;Acc:HGNC:5980]	protein_coding
ENSNVIG00000011992	RIC3	RIC3-201	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]	protein_coding
ENSNVIG00000011992	RIC3	RIC3-202	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]	protein_coding
ENSNVIG00000011992	RIC3	RIC3-203	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]	protein_coding
ENSNVIG00000011993	XPO1	XPO1-201	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]	protein_coding
ENSNVIG00000011993	XPO1	XPO1-202	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]	protein_coding
ENSNVIG00000011994	APOBEC4	APOBEC4-201	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4 [Source:HGNC Symbol;Acc:HGNC:32152]	protein_coding
ENSNVIG00000011995	CD226	CD226-201	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]	protein_coding
ENSNVIG00000011995	CD226	CD226-202	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]	protein_coding
ENSNVIG00000011995	CD226	CD226-203	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]	protein_coding
ENSNVIG00000011995	CD226	CD226-204	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]	protein_coding
ENSNVIG00000011996				protein_coding
ENSNVIG00000011997				protein_coding
ENSNVIG00000011998				protein_coding
ENSNVIG00000011999	MED28	MED28-201	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	protein_coding
ENSNVIG00000012000	SRARP	SRARP-201	steroid receptor associated and regulated protein [Source:HGNC Symbol;Acc:HGNC:28339]	protein_coding
ENSNVIG00000012001	ARPC5	ARPC5-201	actin related protein 2/3 complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:708]	protein_coding
ENSNVIG00000012001	ARPC5	ARPC5-202	actin related protein 2/3 complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:708]	protein_coding
ENSNVIG00000012002	PIGR	PIGR-201	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]	protein_coding
ENSNVIG00000012003	SRP68	SRP68-201	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]	protein_coding
ENSNVIG00000012003	SRP68	SRP68-202	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]	protein_coding
ENSNVIG00000012004	AGO1	AGO1-201	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	protein_coding
ENSNVIG00000012004	AGO1	AGO1-202	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	protein_coding
ENSNVIG00000012004	AGO1	AGO1-203	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	protein_coding
ENSNVIG00000012004	AGO1	AGO1-204	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	protein_coding
ENSNVIG00000012004	AGO1	AGO1-205	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	protein_coding
ENSNVIG00000012005	PPP2R5D	PPP2R5D-201	protein phosphatase 2 regulatory subunit B'delta [Source:HGNC Symbol;Acc:HGNC:9312]	protein_coding
ENSNVIG00000012005	PPP2R5D	PPP2R5D-202	protein phosphatase 2 regulatory subunit B'delta [Source:HGNC Symbol;Acc:HGNC:9312]	protein_coding
ENSNVIG00000012006	KBRS2	KBRS2-201	NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]	protein_coding
ENSNVIG00000012006	KBRS2	KBRS2-202	NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]	protein_coding
ENSNVIG00000012007	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000012008	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000012009	RABL3	RABL3-201	"RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]"	protein_coding
ENSNVIG00000012009	RABL3	RABL3-202	"RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]"	protein_coding
ENSNVIG00000012009	RABL3	RABL3-203	"RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]"	protein_coding
ENSNVIG00000012010	FCHSD1	FCHSD1-201	FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]	protein_coding
ENSNVIG00000012010	FCHSD1	FCHSD1-202	FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]	protein_coding
ENSNVIG00000012010	FCHSD1	FCHSD1-203	FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]	protein_coding
ENSNVIG00000012011	CKAP5	CKAP5-201	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	protein_coding
ENSNVIG00000012011	CKAP5	CKAP5-202	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	protein_coding
ENSNVIG00000012011	CKAP5	CKAP5-203	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	protein_coding
ENSNVIG00000012012	COX11	COX11-201	cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261]	protein_coding
ENSNVIG00000012013	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000012014	CJ035	CJ035-201	family with sequence similarity 241 member B [Source:HGNC Symbol;Acc:HGNC:23519]	protein_coding
ENSNVIG00000012015	TPH2	TPH2-201	tryptophan hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:20692]	protein_coding
ENSNVIG00000012016	LMTK3	LMTK3-201	lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]	protein_coding
ENSNVIG00000012016	LMTK3	LMTK3-202	lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]	protein_coding
ENSNVIG00000012017	TAF11	TAF11-202	TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544]	protein_coding
ENSNVIG00000012017	TAF11	TAF11-201	TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544]	protein_coding
ENSNVIG00000012018	HSPB7	HSPB7-201	heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249]	protein_coding
ENSNVIG00000012019	NEUROG3	NEUROG3-201	neurogenin 3 [Source:HGNC Symbol;Acc:HGNC:13806]	protein_coding
ENSNVIG00000012020	HIBADH	HIBADH-201	3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]	protein_coding
ENSNVIG00000012020	HIBADH	HIBADH-202	3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]	protein_coding
ENSNVIG00000012021	IFT74	IFT74-201	intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424]	protein_coding
ENSNVIG00000012022				protein_coding
ENSNVIG00000012022				protein_coding
ENSNVIG00000012023	ACTN2	ACTN2-201	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	protein_coding
ENSNVIG00000012023	ACTN2	ACTN2-202	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	protein_coding
ENSNVIG00000012024	SGSM2	SGSM2-201	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]	protein_coding
ENSNVIG00000012024	SGSM2	SGSM2-202	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]	protein_coding
ENSNVIG00000012024	SGSM2	SGSM2-203	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]	protein_coding
ENSNVIG00000012025	TSPAN15	TSPAN15-201	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]	protein_coding
ENSNVIG00000012025	TSPAN15	TSPAN15-202	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]	protein_coding
ENSNVIG00000012026	STXBP4	STXBP4-201	syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694]	protein_coding
ENSNVIG00000012026	STXBP4	STXBP4-202	syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694]	protein_coding
ENSNVIG00000012027	HABP4	HABP4-201	hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]	protein_coding
ENSNVIG00000012027	HABP4	HABP4-202	hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]	protein_coding
ENSNVIG00000012028	FAM184B	FAM184B-201	family with sequence similarity 184 member B [Source:HGNC Symbol;Acc:HGNC:29235]	protein_coding
ENSNVIG00000012029				protein_coding
ENSNVIG00000012030	IFT52	IFT52-201	intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]	protein_coding
ENSNVIG00000012030	IFT52	IFT52-202	intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]	protein_coding
ENSNVIG00000012031	FCMR	FCMR-201	Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]	protein_coding
ENSNVIG00000012032	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000012033				scaRNA
ENSNVIG00000012034				protein_coding
ENSNVIG00000012035	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000012036				scaRNA
ENSNVIG00000012037				protein_coding
ENSNVIG00000012038				protein_coding
ENSNVIG00000012038				protein_coding
ENSNVIG00000012039	TRHDE	TRHDE-201	thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748]	protein_coding
ENSNVIG00000012040	PXDNL	PXDNL-201	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]	protein_coding
ENSNVIG00000012041	EVX1	EVX1-201	even-skipped homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3506]	protein_coding
ENSNVIG00000012042	UHRF1BP1	UHRF1BP1-201	UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21216]	protein_coding
ENSNVIG00000012042	UHRF1BP1	UHRF1BP1-202	UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21216]	protein_coding
ENSNVIG00000012043				protein_coding
ENSNVIG00000012044	NCF2	NCF2-201	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	protein_coding
ENSNVIG00000012044	NCF2	NCF2-202	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	protein_coding
ENSNVIG00000012044	NCF2	NCF2-203	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	protein_coding
ENSNVIG00000012045	IL24	IL24-201	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	protein_coding
ENSNVIG00000012045	IL24	IL24-202	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	protein_coding
ENSNVIG00000012045	IL24	IL24-203	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	protein_coding
ENSNVIG00000012046	DCA16	DCA16-201	DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]	protein_coding
ENSNVIG00000012047				protein_coding
ENSNVIG00000012048	HSPBP1	HSPBP1-201	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	protein_coding
ENSNVIG00000012048	HSPBP1	HSPBP1-202	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	protein_coding
ENSNVIG00000012049	TUB	TUB-201	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	protein_coding
ENSNVIG00000012049	TUB	TUB-202	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	protein_coding
ENSNVIG00000012049	TUB	TUB-203	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	protein_coding
ENSNVIG00000012050				misc_RNA
ENSNVIG00000012051	ZNF367	ZNF367-201	zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]	protein_coding
ENSNVIG00000012052	STARD5	STARD5-201	StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]	protein_coding
ENSNVIG00000012053				misc_RNA
ENSNVIG00000012054	NCAPG	NCAPG-201	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]	protein_coding
ENSNVIG00000012055	TACR2	TACR2-201	tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]	protein_coding
ENSNVIG00000012056	ZNF385C	ZNF385C-201	zinc finger protein 385C [Source:HGNC Symbol;Acc:HGNC:33722]	protein_coding
ENSNVIG00000012056	ZNF385C	ZNF385C-202	zinc finger protein 385C [Source:HGNC Symbol;Acc:HGNC:33722]	protein_coding
ENSNVIG00000012057				protein_coding
ENSNVIG00000012058	TMC3	TMC3-201	transmembrane channel like 3 [Source:HGNC Symbol;Acc:HGNC:22995]	protein_coding
ENSNVIG00000012059				misc_RNA
ENSNVIG00000012060				misc_RNA
ENSNVIG00000012061	DOK6	DOK6-201	docking protein 6 [Source:HGNC Symbol;Acc:HGNC:28301]	protein_coding
ENSNVIG00000012062	HOXA13	HOXA13-201	homeobox A13 [Source:HGNC Symbol;Acc:HGNC:5102]	protein_coding
ENSNVIG00000012063	ZC3H14	ZC3H14-201	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	protein_coding
ENSNVIG00000012063	ZC3H14	ZC3H14-202	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	protein_coding
ENSNVIG00000012063	ZC3H14	ZC3H14-203	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	protein_coding
ENSNVIG00000012063	ZC3H14	ZC3H14-204	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	protein_coding
ENSNVIG00000012063	ZC3H14	ZC3H14-205	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	protein_coding
ENSNVIG00000012063	ZC3H14	ZC3H14-206	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	protein_coding
ENSNVIG00000012064				protein_coding
ENSNVIG00000012065	GALR2	GALR2-201	galanin receptor 2 [Source:HGNC Symbol;Acc:HGNC:4133]	protein_coding
ENSNVIG00000012066	HLF	HLF-201	"HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]"	protein_coding
ENSNVIG00000012067	SGK2	SGK2-201	serum/glucocorticoid regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:13900]	protein_coding
ENSNVIG00000012068				misc_RNA
ENSNVIG00000012069				protein_coding
ENSNVIG00000012070	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000012071	HK1	HK1-201	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]	protein_coding
ENSNVIG00000012071	HK1	HK1-202	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]	protein_coding
ENSNVIG00000012071	HK1	HK1-203	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]	protein_coding
ENSNVIG00000012071	HK1	HK1-204	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]	protein_coding
ENSNVIG00000012072				misc_RNA
ENSNVIG00000012073	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000012074	ZACN	ZACN-201	zinc activated ion channel [Source:HGNC Symbol;Acc:HGNC:29504]	protein_coding
ENSNVIG00000012075				protein_coding
ENSNVIG00000012076	ZNF596	ZNF596-201	zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268]	protein_coding
ENSNVIG00000012077	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000012078	CCDC102B	CCDC102B-201	coiled-coil domain containing 102B [Source:HGNC Symbol;Acc:HGNC:26295]	protein_coding
ENSNVIG00000012078	CCDC102B	CCDC102B-202	coiled-coil domain containing 102B [Source:HGNC Symbol;Acc:HGNC:26295]	protein_coding
ENSNVIG00000012079	GTF2E1	GTF2E1-201	general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650]	protein_coding
ENSNVIG00000012079	GTF2E1	GTF2E1-202	general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650]	protein_coding
ENSNVIG00000012079	GTF2E1	GTF2E1-203	general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650]	protein_coding
ENSNVIG00000012080				misc_RNA
ENSNVIG00000012081	MMD	MMD-201	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	protein_coding
ENSNVIG00000012081	MMD	MMD-202	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	protein_coding
ENSNVIG00000012082	C17orf113	C17orf113-201	chromosome 17 open reading frame 113 [Source:HGNC Symbol;Acc:HGNC:53437]	protein_coding
ENSNVIG00000012083	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000012084	BRSK1	BRSK1-201	BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994]	protein_coding
ENSNVIG00000012085	USP34	USP34-201	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]	protein_coding
ENSNVIG00000012086				protein_coding
ENSNVIG00000012087				protein_coding
ENSNVIG00000012088	LCORL	LCORL-201	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]	protein_coding
ENSNVIG00000012088	LCORL	LCORL-202	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]	protein_coding
ENSNVIG00000012088	LCORL	LCORL-203	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]	protein_coding
ENSNVIG00000012089				misc_RNA
ENSNVIG00000012090	SULT2B1	SULT2B1-201	sulfotransferase family 2B member 1 [Source:HGNC Symbol;Acc:HGNC:11459]	protein_coding
ENSNVIG00000012091	DHX58	DHX58-201	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	protein_coding
ENSNVIG00000012092	GMPS	GMPS-201	guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]	protein_coding
ENSNVIG00000012093				protein_coding
ENSNVIG00000012094				misc_RNA
ENSNVIG00000012095	DNMT3A	DNMT3A-201	DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]	protein_coding
ENSNVIG00000012096	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000012097	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000012098				misc_RNA
ENSNVIG00000012099				protein_coding
ENSNVIG00000012100	HOXA11	HOXA11-201	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	protein_coding
ENSNVIG00000012101				protein_coding
ENSNVIG00000012102	EXOC7	EXOC7-201	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	protein_coding
ENSNVIG00000012102	EXOC7	EXOC7-202	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	protein_coding
ENSNVIG00000012102	EXOC7	EXOC7-203	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	protein_coding
ENSNVIG00000012102	EXOC7	EXOC7-204	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	protein_coding
ENSNVIG00000012102	EXOC7	EXOC7-205	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	protein_coding
ENSNVIG00000012103	TMX3	TMX3-201	thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718]	protein_coding
ENSNVIG00000012103	TMX3	TMX3-202	thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718]	protein_coding
ENSNVIG00000012104	LRRC19	LRRC19-201	leucine rich repeat containing 19 [Source:HGNC Symbol;Acc:HGNC:23379]	protein_coding
ENSNVIG00000012105				protein_coding
ENSNVIG00000012106	IL20	IL20-201	interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002]	protein_coding
ENSNVIG00000012106	IL20	IL20-202	interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002]	protein_coding
ENSNVIG00000012107	FAM83E	FAM83E-201	family with sequence similarity 83 member E [Source:HGNC Symbol;Acc:HGNC:25972]	protein_coding
ENSNVIG00000012108	EIF3F	EIF3F-201	eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]	protein_coding
ENSNVIG00000012109	HSD17B3	HSD17B3-201	hydroxysteroid 17-beta dehydrogenase 3 [Source:HGNC Symbol;Acc:HGNC:5212]	protein_coding
ENSNVIG00000012109	HSD17B3	HSD17B3-202	hydroxysteroid 17-beta dehydrogenase 3 [Source:HGNC Symbol;Acc:HGNC:5212]	protein_coding
ENSNVIG00000012110				protein_coding
ENSNVIG00000012111	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000012112	SMIM36	SMIM36-201	small integral membrane protein 36 [Source:HGNC Symbol;Acc:HGNC:53654]	protein_coding
ENSNVIG00000012114	PLAA	PLAA-201	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	protein_coding
ENSNVIG00000012114	PLAA	PLAA-202	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	protein_coding
ENSNVIG00000012115				protein_coding
ENSNVIG00000012116			solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]	protein_coding
ENSNVIG00000012116			solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]	protein_coding
ENSNVIG00000012117	TM100	TM100-201	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]	protein_coding
ENSNVIG00000012118				miRNA
ENSNVIG00000012119	FBXO25	FBXO25-201	F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]	protein_coding
ENSNVIG00000012119	FBXO25	FBXO25-202	F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]	protein_coding
ENSNVIG00000012119	FBXO25	FBXO25-203	F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]	protein_coding
ENSNVIG00000012120				protein_coding
ENSNVIG00000012121	SPACA4	SPACA4-201	sperm acrosome associated 4 [Source:HGNC Symbol;Acc:HGNC:16441]	protein_coding
ENSNVIG00000012122				protein_coding
ENSNVIG00000012123	SNRPC	SNRPC-201	small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]	protein_coding
ENSNVIG00000012124				protein_coding
ENSNVIG00000012125				protein_coding
ENSNVIG00000012126	HOXA7	HOXA7-201	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	protein_coding
ENSNVIG00000012127	KAT2A	KAT2A-201	lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]	protein_coding
ENSNVIG00000012127	KAT2A	KAT2A-202	lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]	protein_coding
ENSNVIG00000012128	RAB8A	RAB8A-201	"RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:7007]"	protein_coding
ENSNVIG00000012129	PPCT	PPCT-201	phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]	protein_coding
ENSNVIG00000012129	PPCT	PPCT-202	phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]	protein_coding
ENSNVIG00000012130	RELL2	RELL2-201	RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902]	protein_coding
ENSNVIG00000012130	RELL2	RELL2-202	RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902]	protein_coding
ENSNVIG00000012131	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000012132			ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]	protein_coding
ENSNVIG00000012132			ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]	protein_coding
ENSNVIG00000012132			ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]	protein_coding
ENSNVIG00000012133				protein_coding
ENSNVIG00000012134				protein_coding
ENSNVIG00000012134				protein_coding
ENSNVIG00000012135				miRNA
ENSNVIG00000012136	HOXA6	HOXA6-201	homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107]	protein_coding
ENSNVIG00000012137	ILRUN	ILRUN-201	inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:HGNC Symbol;Acc:HGNC:21215]	protein_coding
ENSNVIG00000012138	C13orf42	C13orf42-201	chromosome 13 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:42693]	protein_coding
ENSNVIG00000012139	NLRP10	NLRP10-201	NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464]	protein_coding
ENSNVIG00000012140	CAAP1	CAAP1-201	caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:25834]	protein_coding
ENSNVIG00000012141	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000012142	HOXA5	HOXA5-201	homeobox A5 [Source:HGNC Symbol;Acc:HGNC:5106]	protein_coding
ENSNVIG00000012143	STXBP5L	STXBP5L-201	syntaxin binding protein 5 like [Source:HGNC Symbol;Acc:HGNC:30757]	protein_coding
ENSNVIG00000012143	STXBP5L	STXBP5L-202	syntaxin binding protein 5 like [Source:HGNC Symbol;Acc:HGNC:30757]	protein_coding
